image	tex	section	label	caption
Figures/PID-MC-Data/SBND_nominal_simplecosrej_trkqual_nop_prot_chi2_of_prot_cand_bkdwnpdg_nominal_pthetadrift2.pdf	Sections/Systematic Uncertainties.tex	MC to Data Comparison PID Validation	fig:\Detector-MCData-PID-perangle-pcand-chi2p	Comparisons between MC and data of the proton candidate $\chi^2_p$ PID score. Shown for \Detector. Shown in quintiles of the muon angle to the drift direction.
Figures/PID-MC-Data/ICARUS-Run2_nominal_simplecosrej_trkqual_nop_prot_chi2_of_prot_cand_bkdwnpdg_nominal_pthetadrift2.pdf	Sections/Systematic Uncertainties.tex	MC to Data Comparison PID Validation	fig:\Detector-MCData-PID-perangle-pcand-chi2p	Comparisons between MC and data of the proton candidate $\chi^2_p$ PID score. Shown for \Detector. Shown in quintiles of the muon angle to the drift direction.
Figures/PID-MC-Data/SBND_nominal_simplecosrej_trkqual_nop_prot_chi2_of_prot_cand_bkdwnpdg_nominal_pthetadrift3.pdf	Sections/Systematic Uncertainties.tex	MC to Data Comparison PID Validation	fig:\Detector-MCData-PID-perangle-pcand-chi2p	Comparisons between MC and data of the proton candidate $\chi^2_p$ PID score. Shown for \Detector. Shown in quintiles of the muon angle to the drift direction.
Figures/PID-MC-Data/ICARUS-Run2_nominal_simplecosrej_trkqual_nop_prot_chi2_of_prot_cand_bkdwnpdg_nominal_pthetadrift3.pdf	Sections/Systematic Uncertainties.tex	MC to Data Comparison PID Validation	fig:\Detector-MCData-PID-perangle-pcand-chi2p	Comparisons between MC and data of the proton candidate $\chi^2_p$ PID score. Shown for \Detector. Shown in quintiles of the muon angle to the drift direction.
Figures/PID-MC-Data/SBND_nominal_simplecosrej_trkqual_nop_prot_chi2_of_prot_cand_bkdwnpdg_nominal_pthetadrift4.pdf	Sections/Systematic Uncertainties.tex	MC to Data Comparison PID Validation	fig:\Detector-MCData-PID-perangle-pcand-chi2p	Comparisons between MC and data of the proton candidate $\chi^2_p$ PID score. Shown for \Detector. Shown in quintiles of the muon angle to the drift direction.
Figures/PID-MC-Data/ICARUS-Run2_nominal_simplecosrej_trkqual_nop_prot_chi2_of_prot_cand_bkdwnpdg_nominal_pthetadrift4.pdf	Sections/Systematic Uncertainties.tex	MC to Data Comparison PID Validation	fig:\Detector-MCData-PID-perangle-pcand-chi2p	Comparisons between MC and data of the proton candidate $\chi^2_p$ PID score. Shown for \Detector. Shown in quintiles of the muon angle to the drift direction.
Figures/Track-Splitting/ICARUS-Run2_simple_z0_muend_zoom.pdf	Sections/Systematic Uncertainties.tex	Track Splitting	fig:track-split-MCdata-ICARUSRun2	Comparison of muon end points between MC and data in ICARUS Run 2. The East cathode is excluded as TPC EE is not included in the fiducial volume of the dataset.
Figures/Track-Splitting/ICARUS-Run2_simple_west_muend_zoom.pdf	Sections/Systematic Uncertainties.tex	Track Splitting	fig:track-split-MCdata-ICARUSRun2	Comparison of muon end points between MC and data in ICARUS Run 2. The East cathode is excluded as TPC EE is not included in the fiducial volume of the dataset.
Figures/Track-Splitting/ICARUS-Run2_simple_z0_muend_zoom_th0.pdf	Sections/Systematic Uncertainties.tex	Track Splitting	fig:track-split-MCdata-z0-angledep-ICARUSRun2	Track splitting MC-data comparison per angle quadrant ($\theta_Z$, the muon candidate angle to the plane of the splitting) for the $Z=0$ front induction wire gap in ICARUS Run 2.
Figures/Track-Splitting/ICARUS-Run2_simple_z0_muend_zoom_th1.pdf	Sections/Systematic Uncertainties.tex	Track Splitting	fig:track-split-MCdata-z0-angledep-ICARUSRun2	Track splitting MC-data comparison per angle quadrant ($\theta_Z$, the muon candidate angle to the plane of the splitting) for the $Z=0$ front induction wire gap in ICARUS Run 2.
Figures/Track-Splitting/ICARUS-Run2_simple_z0_muend_zoom_th2.pdf	Sections/Systematic Uncertainties.tex	Track Splitting	fig:track-split-MCdata-z0-angledep-ICARUSRun2	Track splitting MC-data comparison per angle quadrant ($\theta_Z$, the muon candidate angle to the plane of the splitting) for the $Z=0$ front induction wire gap in ICARUS Run 2.
Figures/Track-Splitting/ICARUS-Run2_simple_z0_muend_zoom_th3.pdf	Sections/Systematic Uncertainties.tex	Track Splitting	fig:track-split-MCdata-z0-angledep-ICARUSRun2	Track splitting MC-data comparison per angle quadrant ($\theta_Z$, the muon candidate angle to the plane of the splitting) for the $Z=0$ front induction wire gap in ICARUS Run 2.
Figures/Track-Splitting/ICARUS-Run2_simple_west_muend_zoom_th0.pdf	Sections/Systematic Uncertainties.tex	Track Splitting	fig:track-split-MCdata-WC-angledep-ICARUSRun2	Track splitting MC-data comparison per angle quadrant ($\theta_X$, the muon candidate angle to the plane of the splitting) for the West cryostat cathode boundary in ICARUS Run 2.
Figures/Track-Splitting/ICARUS-Run2_simple_west_muend_zoom_th1.pdf	Sections/Systematic Uncertainties.tex	Track Splitting	fig:track-split-MCdata-WC-angledep-ICARUSRun2	Track splitting MC-data comparison per angle quadrant ($\theta_X$, the muon candidate angle to the plane of the splitting) for the West cryostat cathode boundary in ICARUS Run 2.
Figures/Track-Splitting/ICARUS-Run2_simple_west_muend_zoom_th2.pdf	Sections/Systematic Uncertainties.tex	Track Splitting	fig:track-split-MCdata-WC-angledep-ICARUSRun2	Track splitting MC-data comparison per angle quadrant ($\theta_X$, the muon candidate angle to the plane of the splitting) for the West cryostat cathode boundary in ICARUS Run 2.
Figures/Track-Splitting/ICARUS-Run2_simple_west_muend_zoom_th3.pdf	Sections/Systematic Uncertainties.tex	Track Splitting	fig:track-split-MCdata-WC-angledep-ICARUSRun2	Track splitting MC-data comparison per angle quadrant ($\theta_X$, the muon candidate angle to the plane of the splitting) for the West cryostat cathode boundary in ICARUS Run 2.
Figures/Track-Splitting/ICARUS-Run2_gump_z0_f_vs_theta.pdf	Sections/Systematic Uncertainties.tex	Track Splitting	fig:placeholder	Comparison of splitting fraction versus angle quadrant in ICARUS Run 2. Shown for the $Z=0$ boundary (left), and the West cryostat cathode (left).
Figures/Track-Splitting/ICARUS-Run2_gump_west_f_vs_theta.pdf	Sections/Systematic Uncertainties.tex	Track Splitting	fig:placeholder	Comparison of splitting fraction versus angle quadrant in ICARUS Run 2. Shown for the $Z=0$ boundary (left), and the West cryostat cathode (left).
Figures/Track-Splitting/ICARUS-Run4_simple_z0_muend_zoom.pdf	Sections/Systematic Uncertainties.tex	Track Splitting	fig:track-split-MCdata-ICARUSRun4	Comparison of muon end points between MC and data in ICARUS Run 4.
Figures/Track-Splitting/ICARUS-Run4_simple_west_muend_zoom.pdf	Sections/Systematic Uncertainties.tex	Track Splitting	fig:track-split-MCdata-ICARUSRun4	Comparison of muon end points between MC and data in ICARUS Run 4.
Figures/Track-Splitting/ICARUS-Run4_simple_east_muend_zoom.pdf	Sections/Systematic Uncertainties.tex	Track Splitting	fig:track-split-MCdata-ICARUSRun4	Comparison of muon end points between MC and data in ICARUS Run 4.
Figures/Track-Splitting/tracksplit_summary_simple.pdf	Sections/Systematic Uncertainties.tex	Track Splitting	fig:track-split-summary	Fraction of muons split and each detector boundary, in ICARUS Runs 2+4.
Figures/Trigger-Systematic/SBND_flash_totalpe.pdf	Sections/Systematic Uncertainties.tex	Trigger	fig:flash-pe-comparison	Comparison of flash PE between MC and data in SBND (left) ICARUS Run 2 (middle) and ICARUS Run 4 (right). The PE scale to match MC to data is reported in the upper-right corner, with an uncertainty.
Figures/Trigger-Systematic/ICARUS_flash_totalpe.pdf	Sections/Systematic Uncertainties.tex	Trigger	fig:flash-pe-comparison	Comparison of flash PE between MC and data in SBND (left) ICARUS Run 2 (middle) and ICARUS Run 4 (right). The PE scale to match MC to data is reported in the upper-right corner, with an uncertainty.
Figures/Trigger-Systematic/ICARUSRun4_flash_totalpe.pdf	Sections/Systematic Uncertainties.tex	Trigger	fig:flash-pe-comparison	Comparison of flash PE between MC and data in SBND (left) ICARUS Run 2 (middle) and ICARUS Run 4 (right). The PE scale to match MC to data is reported in the upper-right corner, with an uncertainty.
Figures/CORSIKA-Sytematic/SBND_pid1p_mu_len_wnorm.pdf	Sections/Systematic Uncertainties.tex	CORSIKA Modeling	fig:CORSIKA-MC-data	Monte Carlo simulation to data comparisons
Figures/CORSIKA-Sytematic/SBND_pid1p_mu_costh_wnorm.pdf	Sections/Systematic Uncertainties.tex	CORSIKA Modeling	fig:CORSIKA-MC-data	Monte Carlo simulation to data comparisons
Figures/CORSIKA-Sytematic/SBND_pid1p_del_p_wnorm.pdf	Sections/Systematic Uncertainties.tex	CORSIKA Modeling	fig:CORSIKA-MC-data	Monte Carlo simulation to data comparisons
Figures/CORSIKA-Sytematic/SBND_pid1p_nu_E_calo_wnorm.pdf	Sections/Systematic Uncertainties.tex	CORSIKA Modeling	fig:CORSIKA-MC-data	Monte Carlo simulation to data comparisons
Figures/Signal-Box-Systematics/SBND_altsamples.pdf	Sections/Systematic Uncertainties.tex	Out of Active Volume (OOAV) Background	fig:AltSamples	Impact of dirt and beam off samples, compared to nominal MC, in SBND (left) and ICARUS (right)
Figures/Signal-Box-Systematics/ICARUS_altsamples.pdf	Sections/Systematic Uncertainties.tex	Out of Active Volume (OOAV) Background	fig:AltSamples	Impact of dirt and beam off samples, compared to nominal MC, in SBND (left) and ICARUS (right)
Figures/Signal-Box-Systematics/flux_correlation.pdf	Sections/Systematic Uncertainties.tex	Impact on Signal Box	fig:signal-box-correlations	Correlation matrices of systematic uncertainties evaluated in the signal box across SBND and ICARUS.
Figures/Signal-Box-Systematics/xsec_correlation.pdf	Sections/Systematic Uncertainties.tex	Impact on Signal Box	fig:signal-box-correlations	Correlation matrices of systematic uncertainties evaluated in the signal box across SBND and ICARUS.
Figures/Signal-Box-Systematics/detector_correlation.pdf	Sections/Systematic Uncertainties.tex	Impact on Signal Box	fig:signal-box-correlations	Correlation matrices of systematic uncertainties evaluated in the signal box across SBND and ICARUS.
Figures/Signal-Box-Systematics/g4_correlation.pdf	Sections/Systematic Uncertainties.tex	Impact on Signal Box	fig:signal-box-correlations	Correlation matrices of systematic uncertainties evaluated in the signal box across SBND and ICARUS.
Figures/Signal-Box-Systematics/SBND_signalbox_systematics.pdf	Sections/Systematic Uncertainties.tex	Impact on Signal Box	fig:signal-box-systs	Size of systematic uncertainties evaluated in the signal box by reconstructed neutrino energy in SBND (left) and ICARUS (right).
Figures/Signal-Box-Systematics/ICARUS_signalbox_systematics.pdf	Sections/Systematic Uncertainties.tex	Impact on Signal Box	fig:signal-box-systs	Size of systematic uncertainties evaluated in the signal box by reconstructed neutrino energy in SBND (left) and ICARUS (right).
Figures/Signal-Box-Systematics/ratio_signalbox_systematics.pdf	Sections/Systematic Uncertainties.tex	Impact on Signal Box	fig:signal-box-systs-ratio	Systematic uncertainty on SBND-ICARUS near-far ratio in the signal box. Shown in terms of reconstructed neutrino energy (left), and unfolded to true neutrino energy (right).
Figures/Signal-Box-Systematics/ratio_signalbox_systematics_trueE.pdf	Sections/Systematic Uncertainties.tex	Impact on Signal Box	fig:signal-box-systs-ratio	Systematic uncertainty on SBND-ICARUS near-far ratio in the signal box. Shown in terms of reconstructed neutrino energy (left), and unfolded to true neutrino energy (right).
Figures/Signal-Box-Systematics/SBND_signalbox_systematics_uncorr.pdf	Sections/Systematic Uncertainties.tex	Impact on Signal Box	fig:signal-box-systs-uncorr	Size of uncorrelated (between detectors) systematic uncertainties evaluated in the signal box by reconstructed neutrino energy in SBND (left) and ICARUS (right).
Figures/Signal-Box-Systematics/ICARUS_signalbox_systematics_uncorr.pdf	Sections/Systematic Uncertainties.tex	Impact on Signal Box	fig:signal-box-systs-uncorr	Size of uncorrelated (between detectors) systematic uncertainties evaluated in the signal box by reconstructed neutrino energy in SBND (left) and ICARUS (right).
Figures/Signal-Box-Systematics/SBND_signalbox_systematics_trueE_uncorr.pdf	Sections/Systematic Uncertainties.tex	Impact on Signal Box	fig:signal-box-systs-uncorr-trueE	Size of uncorrelated (between detectors) systematic uncertainties evaluated in the signal box, unfolded to true neutrino energy in SBND (left) and ICARUS (right).
Figures/Signal-Box-Systematics/ICARUS_signalbox_systematics_trueE_uncorr.pdf	Sections/Systematic Uncertainties.tex	Impact on Signal Box	fig:signal-box-systs-uncorr-trueE	Size of uncorrelated (between detectors) systematic uncertainties evaluated in the signal box, unfolded to true neutrino energy in SBND (left) and ICARUS (right).
Figures/Signal-Box-Systematics/condconstraint_signalbox_systematics.pdf	Sections/Systematic Uncertainties.tex	Impact on Signal Box	fig:signalbox-ICARUS-condconstraint	Systematic uncertainties in ICARUS signal box, shown in terms of reconstructed neutrino energy (left), and unfolded to true neutrino energy (right).
Figures/Signal-Box-Systematics/condconstraint_signalbox_systematics_trueE.pdf	Sections/Systematic Uncertainties.tex	Impact on Signal Box	fig:signalbox-ICARUS-condconstraint	Systematic uncertainties in ICARUS signal box, shown in terms of reconstructed neutrino energy (left), and unfolded to true neutrino energy (right).
Figures/MC-Data-Comparisons/SBND-Area-Norm/SBND_contained_crlongtrkdiry.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-contained-vars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the pre-selection, in \Detector.
Figures/MC-Data-Comparisons/ICARUS-Run2-Area-Norm/ICARUS-Run2_contained_crlongtrkdiry.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-contained-vars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the pre-selection, in \Detector.
Figures/MC-Data-Comparisons/ICARUS-Run4-Area-Norm/ICARUS-Run4_contained_crlongtrkdiry.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-contained-vars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the pre-selection, in \Detector.
Figures/MC-Data-Comparisons/SBND-Area-Norm/SBND_contained_nu_score.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-contained-vars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the pre-selection, in \Detector.
Figures/MC-Data-Comparisons/ICARUS-Run2-Area-Norm/ICARUS-Run2_contained_nu_score.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-contained-vars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the pre-selection, in \Detector.
Figures/MC-Data-Comparisons/ICARUS-Run4-Area-Norm/ICARUS-Run4_contained_nu_score.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-contained-vars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the pre-selection, in \Detector.
Figures/MC-Data-Comparisons/SBND-Area-Norm/SBND_contained_othr_pfp_length.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-contained-vars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the pre-selection, in \Detector.
Figures/MC-Data-Comparisons/ICARUS-Run2-Area-Norm/ICARUS-Run2_contained_othr_pfp_length.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-contained-vars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the pre-selection, in \Detector.
Figures/MC-Data-Comparisons/ICARUS-Run4-Area-Norm/ICARUS-Run4_contained_othr_pfp_length.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-contained-vars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the pre-selection, in \Detector.
Figures/MC-Data-Comparisons/SBND-Area-Norm/SBND_contained_n_shower.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-contained-vars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the pre-selection, in \Detector.
Figures/MC-Data-Comparisons/ICARUS-Run2-Area-Norm/ICARUS-Run2_contained_n_shower.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-contained-vars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the pre-selection, in \Detector.
Figures/MC-Data-Comparisons/ICARUS-Run4-Area-Norm/ICARUS-Run4_contained_n_shower.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-contained-vars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the pre-selection, in \Detector.
Figures/MC-Data-Comparisons/SBND-Area-Norm/SBND_contained_mu_chi2_of_mu_cand.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-contained-PIDvars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the pre-selection, in PID variables in \Detector.
Figures/MC-Data-Comparisons/ICARUS-Run2-Area-Norm/ICARUS-Run2_contained_mu_chi2_of_mu_cand.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-contained-PIDvars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the pre-selection, in PID variables in \Detector.
Figures/MC-Data-Comparisons/ICARUS-Run4-Area-Norm/ICARUS-Run4_contained_mu_chi2_of_mu_cand.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-contained-PIDvars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the pre-selection, in PID variables in \Detector.
Figures/MC-Data-Comparisons/SBND-Area-Norm/SBND_contained_prot_chi2_of_mu_cand.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-contained-PIDvars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the pre-selection, in PID variables in \Detector.
Figures/MC-Data-Comparisons/ICARUS-Run2-Area-Norm/ICARUS-Run2_contained_prot_chi2_of_mu_cand.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-contained-PIDvars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the pre-selection, in PID variables in \Detector.
Figures/MC-Data-Comparisons/ICARUS-Run4-Area-Norm/ICARUS-Run4_contained_prot_chi2_of_mu_cand.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-contained-PIDvars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the pre-selection, in PID variables in \Detector.
Figures/MC-Data-Comparisons/SBND-Area-Norm/SBND_contained_mu_chi2_of_prot_cand.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-contained-PIDvars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the pre-selection, in PID variables in \Detector.
Figures/MC-Data-Comparisons/ICARUS-Run2-Area-Norm/ICARUS-Run2_contained_mu_chi2_of_prot_cand.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-contained-PIDvars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the pre-selection, in PID variables in \Detector.
Figures/MC-Data-Comparisons/ICARUS-Run4-Area-Norm/ICARUS-Run4_contained_mu_chi2_of_prot_cand.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-contained-PIDvars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the pre-selection, in PID variables in \Detector.
Figures/MC-Data-Comparisons/SBND-Area-Norm/SBND_contained_prot_chi2_of_prot_cand.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-contained-PIDvars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the pre-selection, in PID variables in \Detector.
Figures/MC-Data-Comparisons/ICARUS-Run2-Area-Norm/ICARUS-Run2_contained_prot_chi2_of_prot_cand.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-contained-PIDvars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the pre-selection, in PID variables in \Detector.
Figures/MC-Data-Comparisons/ICARUS-Run4-Area-Norm/ICARUS-Run4_contained_prot_chi2_of_prot_cand.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-contained-PIDvars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the pre-selection, in PID variables in \Detector.
Figures/MC-Data-Comparisons/SBND-Area-Norm/SBND_contained_del_p.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-contained-kinvars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the two-prong cut, in kinematic variables in \Detector.
Figures/MC-Data-Comparisons/ICARUS-Run2-Area-Norm/ICARUS-Run2_contained_del_p.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-contained-kinvars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the two-prong cut, in kinematic variables in \Detector.
Figures/MC-Data-Comparisons/ICARUS-Run4-Area-Norm/ICARUS-Run4_contained_del_p.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-contained-kinvars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the two-prong cut, in kinematic variables in \Detector.
Figures/MC-Data-Comparisons/SBND-Area-Norm/SBND_contained_p_len.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-contained-kinvars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the two-prong cut, in kinematic variables in \Detector.
Figures/MC-Data-Comparisons/ICARUS-Run2-Area-Norm/ICARUS-Run2_contained_p_len.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-contained-kinvars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the two-prong cut, in kinematic variables in \Detector.
Figures/MC-Data-Comparisons/ICARUS-Run4-Area-Norm/ICARUS-Run4_contained_p_len.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-contained-kinvars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the two-prong cut, in kinematic variables in \Detector.
Figures/MC-Data-Comparisons/SBND-Area-Norm/SBND_twoprongcut_crlongtrkdiry.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-twoprongcut-vars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the two-prong cut, in \Detector.
Figures/MC-Data-Comparisons/ICARUS-Run2-Area-Norm/ICARUS-Run2_twoprongcut_crlongtrkdiry.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-twoprongcut-vars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the two-prong cut, in \Detector.
Figures/MC-Data-Comparisons/ICARUS-Run4-Area-Norm/ICARUS-Run4_twoprongcut_crlongtrkdiry.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-twoprongcut-vars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the two-prong cut, in \Detector.
Figures/MC-Data-Comparisons/SBND-Area-Norm/SBND_twoprongcut_nu_score.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-twoprongcut-vars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the two-prong cut, in \Detector.
Figures/MC-Data-Comparisons/ICARUS-Run2-Area-Norm/ICARUS-Run2_twoprongcut_nu_score.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-twoprongcut-vars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the two-prong cut, in \Detector.
Figures/MC-Data-Comparisons/ICARUS-Run4-Area-Norm/ICARUS-Run4_twoprongcut_nu_score.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-twoprongcut-vars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the two-prong cut, in \Detector.
Figures/MC-Data-Comparisons/SBND-Area-Norm/SBND_twoprongcut_othr_pfp_length.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-twoprongcut-vars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the two-prong cut, in \Detector.
Figures/MC-Data-Comparisons/ICARUS-Run2-Area-Norm/ICARUS-Run2_twoprongcut_othr_pfp_length.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-twoprongcut-vars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the two-prong cut, in \Detector.
Figures/MC-Data-Comparisons/ICARUS-Run4-Area-Norm/ICARUS-Run4_twoprongcut_othr_pfp_length.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-twoprongcut-vars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the two-prong cut, in \Detector.
Figures/MC-Data-Comparisons/SBND-Area-Norm/SBND_twoprongcut_n_shower.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-twoprongcut-vars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the two-prong cut, in \Detector.
Figures/MC-Data-Comparisons/ICARUS-Run2-Area-Norm/ICARUS-Run2_twoprongcut_n_shower.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-twoprongcut-vars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the two-prong cut, in \Detector.
Figures/MC-Data-Comparisons/ICARUS-Run4-Area-Norm/ICARUS-Run4_twoprongcut_n_shower.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-twoprongcut-vars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the two-prong cut, in \Detector.
Figures/MC-Data-Comparisons/SBND-Area-Norm/SBND_twoprongcut_mu_chi2_of_mu_cand.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-twoprongcut-PIDvars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the two-prong cut, in PID variables in \Detector.
Figures/MC-Data-Comparisons/ICARUS-Run2-Area-Norm/ICARUS-Run2_twoprongcut_mu_chi2_of_mu_cand.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-twoprongcut-PIDvars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the two-prong cut, in PID variables in \Detector.
Figures/MC-Data-Comparisons/ICARUS-Run4-Area-Norm/ICARUS-Run4_twoprongcut_mu_chi2_of_mu_cand.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-twoprongcut-PIDvars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the two-prong cut, in PID variables in \Detector.
Figures/MC-Data-Comparisons/SBND-Area-Norm/SBND_twoprongcut_prot_chi2_of_mu_cand.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-twoprongcut-PIDvars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the two-prong cut, in PID variables in \Detector.
Figures/MC-Data-Comparisons/ICARUS-Run2-Area-Norm/ICARUS-Run2_twoprongcut_prot_chi2_of_mu_cand.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-twoprongcut-PIDvars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the two-prong cut, in PID variables in \Detector.
Figures/MC-Data-Comparisons/ICARUS-Run4-Area-Norm/ICARUS-Run4_twoprongcut_prot_chi2_of_mu_cand.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-twoprongcut-PIDvars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the two-prong cut, in PID variables in \Detector.
Figures/MC-Data-Comparisons/SBND-Area-Norm/SBND_twoprongcut_mu_chi2_of_prot_cand.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-twoprongcut-PIDvars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the two-prong cut, in PID variables in \Detector.
Figures/MC-Data-Comparisons/ICARUS-Run2-Area-Norm/ICARUS-Run2_twoprongcut_mu_chi2_of_prot_cand.pdf	Sections/MCDataComparisons.tex		fig:MCData-\Detector-twoprongcut-PIDvars	Monte Carlo simulation to data comparison of contained candidate $1\mu1p$ interactions, passing the two-prong cut, in PID variables in \Detector.
